Date,TA_AVG,HM_AVG,WS_AVG,TD_AVG,SS_DAY
1994-03-13,-0.069035626,54.39180392,3.841364571,-8.45179396,9.225540758
1994-03-14,-0.346198366,57.95334773,3.483651823,-8.033289439,9.507041335
1994-03-15,1.417178325,60.4086435,2.578715277,-6.091841215,10.03263549
1994-03-16,1.475383338,72.85731901,2.630840696,-3.385177347,8.283340415
1994-03-17,3.523862603,61.83270841,2.597477808,-4.515388726,10.38009354
1994-03-18,2.976246033,56.39011889,1.641340815,-6.631175411,10.27073735
1994-03-19,3.721179605,56.39489456,1.541340815,-5.418737899,9.995824901
1994-03-20,4.731003433,64.46258824,1.567734062,-2.286185186,7.498945891
1994-03-21,5.10013714,67.92536491,1.961307795,-0.747791804,6.372845394
1994-03-22,5.710368077,80.42698686,1.734616601,2.52731822,8.403109288
1994-03-23,4.128134907,59.52353177,3.756949458,-3.650834061,10.43337318
1994-03-24,-1.028790885,76.68933933,3.171736219,-4.886283715,1.738442647
1994-03-25,-0.316233827,64.32099305,3.281056611,-6.214049069,4.975747882
1994-03-26,0.686782921,72.88457583,2.686151673,-3.877251941,5.287690299
1994-03-27,3.098367943,65.69881429,2.766371098,-3.546105295,10.5896942
1994-03-28,5.231862872,74.85605659,2.955561861,0.88501663,1.696967948
1994-03-29,6.713448517,67.79043533,1.605886151,0.339970551,8.857105683
1994-03-30,5.663344144,61.77102906,1.880797724,-2.816340262,10.92409185
1994-03-31,8.379090804,56.71366,1.393390495,-0.866545007,10.57904674
1994-04-01,8.970806139,63.66228071,1.52216088,1.618982359,2.840076109
1994-04-02,9.813940694,68.48227539,3.303120286,3.722172051,10.05544715
1994-04-03,13.36669148,65.29484178,1.437435774,5.154964215,7.236673361
1994-04-04,14.56879617,59.54548926,1.338065179,5.595440921,9.386371591
1994-04-05,15.67493101,56.46087799,1.108838332,5.030518117,9.044210307
1994-04-06,16.09994608,65.60862914,1.356173673,9.384019962,4.300537838
1994-04-07,16.70575094,70.15006857,1.647371144,10.72263634,3.887748893
1994-04-08,8.230433049,57.74238004,2.60202017,0.336276885,5.019827989
1994-04-09,7.069731442,57.45684259,1.339751599,-1.43694773,8.325206043
1994-04-10,8.224746764,62.63728254,1.138100982,0.454285545,5.410560555
1994-04-11,12.74600915,62.29847438,1.721973599,5.237213566,6.854820564
1994-04-12,10.88091023,82.84134777,3.585695211,7.917949978,8.827588328
1994-04-13,8.801431665,48.98278664,3.801257757,-2.457516497,10.80035609
1994-04-14,9.504905752,49.35248134,3.736615305,-1.782778744,11.35204968
1994-04-15,11.92500978,51.53802165,2.322048462,1.050247586,11.0304568
1994-04-16,11.71477885,55.63155087,2.246719486,2.117844508,10.8612083
1994-04-17,13.37203513,55.7028052,1.528301875,3.359359232,10.14751849
1994-04-18,11.10539389,76.22799021,1.623166877,6.590129287,7.372056273
1994-04-19,13.93287388,66.982769,1.98387174,6.196686719,9.063900628
1994-04-20,15.73879267,52.66667837,3.1776039,5.913987757,8.782960837
1994-04-21,16.28667138,50.16248779,3.904687865,5.256231728,8.502021046
1994-04-22,11.60592987,90.30625157,1.700308241,10.08738955,6.595856488
1994-04-23,14.40426113,86.49527185,1.920829675,12.05757657,4.68969193
1994-04-24,13.71368181,61.66861083,2.077582523,4.638626761,10.77350454
1994-04-25,14.02263265,54.59686688,1.689042542,3.859456347,10.25001746
1994-04-26,16.18876307,51.40209953,1.478614905,4.699639776,11.24312444
1994-04-27,15.2995621,54.82880433,1.772412598,4.728771261,7.583897249
1994-04-28,15.34661295,52.18723955,2.250031801,3.824367005,10.66112139
1994-04-29,17.59338117,55.34995263,2.61793555,8.078994655,9.181190494
1994-04-30,17.54840862,64.26349889,2.09871568,10.46607412,8.328790885
1994-05-01,20.51089702,68.42655714,2.094221169,13.90696647,7.03212599
1994-05-02,20.37179859,65.70318372,1.851541235,12.81675679,9.62840787
1994-05-03,15.85952188,77.57744014,2.592365151,11.76728596,3.602433978
1994-05-04,12.18635109,62.9881108,3.468938422,5.223351867,3.276628697
1994-05-05,9.647141988,70.70455954,3.580452803,4.399379923,3.682947864
1994-05-06,13.41204658,59.80246309,2.404347077,4.690676441,11.56146719
1994-05-07,17.91428755,47.81017913,2.923868676,5.924215528,11.43598273
1994-05-08,17.19259421,48.12762868,2.277298915,4.712591895,11.70983403
1994-05-09,16.58748384,52.34178833,1.224656598,4.774682424,11.4809163
1994-05-10,16.34414749,70.64113095,1.679460883,10.71101702,9.815903178
1994-05-11,15.34387656,84.88089008,1.863163812,12.76922387,8.150890053
1994-05-12,16.76745468,77.32977665,1.016274729,12.60242508,9.94803952
1994-05-13,17.52898326,80.22741508,0.773531013,13.90855481,1.179565476
1994-05-14,15.86113669,90.38690986,1.49744992,14.28368947,3.176073289
1994-05-15,14.62096769,86.43153115,3.163411529,12.41220097,5.172581103
1994-05-16,16.86809516,78.56229409,2.387640518,12.90409936,9.055009498
1994-05-17,12.94677147,64.44787292,2.109441263,5.942404867,5.588861235
1994-05-18,13.40882109,51.32870952,3.367342168,2.456108228,12.26928431
1994-05-19,12.07567803,58.34456842,1.731923308,2.690379819,12.49758706
1994-05-20,15.74991093,62.06513763,0.933347584,7.611840653,9.641879178
1994-05-21,16.30296748,66.52910011,1.285580413,9.425680188,4.465134277
1994-05-22,18.25086995,71.47289906,1.019647568,11.88061748,10.738927
1994-05-23,19.92866298,65.69020998,1.070808956,12.33065949,10.32859753
1994-05-24,21.00584014,68.21898439,1.43185874,14.4701726,7.139383461
1994-05-25,19.18627535,87.12561719,1.364530033,16.9770665,5.719868148
1994-05-26,20.89874541,78.75460065,1.530751495,16.78715942,4.300352835
1994-05-27,16.84503904,47.25059418,3.349528365,4.446594483,11.52920134
1994-05-28,17.13227007,63.20841854,1.83012209,9.149643769,10.67902114
1994-05-29,19.26902717,69.00651602,2.270291092,13.11434385,6.064326207
1994-05-30,17.09453864,67.01020694,1.982322371,10.10644677,11.7367023
1994-05-31,17.28116912,60.24260219,1.461344474,8.560578018,11.20064991
1994-06-01,18.03142084,57.28679367,1.356900193,8.370584906,12.27675651
1994-06-02,18.61545523,61.0903173,1.472412598,10.04422658,12.63225477
1994-06-03,18.78058994,61.3142508,1.079737453,10.28670121,10.06427115
1994-06-04,20.56079503,58.04503088,1.066526447,10.93548862,10.38821468
1994-06-05,20.08672064,64.09934791,1.150743984,12.42615803,9.298620945
1994-06-06,18.93598457,70.93113117,1.15166808,13.30013292,7.782660081
1994-06-07,19.95804834,74.01829825,0.85952188,14.58546887,9.972477256
1994-06-08,20.42051449,73.01333286,1.363142436,15.13469841,3.190564908
1994-06-09,19.69588014,70.95103386,1.975073255,13.9902469,6.554139952
1994-06-10,20.60043509,70.01061679,1.321592875,14.29526939,6.970584995
1994-06-11,20.84937081,62.30486461,0.9,12.6018175,10.78102794
1994-06-12,21.25254608,65.50345959,1.13498703,14.01524842,7.418010502
1994-06-13,23.03603199,62.78265808,1.217234628,14.79356951,8.610443029
1994-06-14,22.25193207,57.04364461,0.93397699,11.94490288,12.21207825
1994-06-15,22.15135289,62.28716049,0.802301398,13.31977635,10.81319992
1994-06-16,23.29381212,64.3165514,1.385091403,15.38187198,10.36404102
1994-06-17,23.93453892,57.48561915,1.165184948,13.85166202,10.47856564
1994-06-18,18.25904404,74.85153808,2.416087358,13.54885902,5.585564622
1994-06-19,17.72894333,69.60878469,2.680998992,11.98453686,0.692563603
1994-06-20,18.02977022,66.57160288,0.939910115,11.23954893,12.57004989
1994-06-21,19.76339112,69.76538482,1.504235535,13.49168552,11.1250192
1994-06-22,18.64992448,76.01434218,1.109909773,14.02937323,10.42375702
1994-06-23,18.20089946,85.92492721,1.108985677,15.77488184,9.722494835
1994-06-24,21.54482616,71.99375742,1.348813015,15.9181801,9.021232651
1994-06-25,23.96644464,73.48731708,1.15288361,18.8093664,2.434836428
1994-06-26,25.40113785,72.53894734,2.325383118,19.85003884,4.827610441
1994-06-27,20.50023425,90.01732665,1.064260852,18.78859716,1.697812434
1994-06-28,23.2644849,82.61179737,1.184523398,19.93145338,7.893839747
1994-06-29,24.79201416,80.86844819,0.798040266,20.79397996,5.853675665
1994-06-30,24.0262254,88.18748491,2.039204971,21.89217267,4.210070444
1994-07-01,26.2751365,84.19449626,2.394800344,23.29665276,2.566465224
1994-07-02,24.58427885,91.72069368,1.639834287,23.11723463,2.879723643
1994-07-03,26.3666891,83.78165797,1.045645665,23.12149576,5.5426349
1994-07-04,26.5701879,78.93455415,1.633321986,22.4738411,8.363254855
1994-07-05,25.36422918,81.51633922,1.665109119,21.77387593,3.507451611
1994-07-06,26.93386958,76.81786616,1.319657773,22.32860774,7.159890557
1994-07-07,26.48971276,78.86711198,1.480783296,22.41584202,5.815863838
1994-07-08,26.16202499,78.33084204,0.90987397,21.84011702,7.861361281
1994-07-09,27.84751242,76.84977698,1.081114756,23.13316356,10.96556471
1994-07-10,27.07646595,74.01918964,1.652185855,21.71148377,11.58400879
1994-07-11,26.8510326,75.81951353,1.013505697,21.92587451,9.397435492
1994-07-12,27.20260022,75.86758894,0.718723472,22.06575902,10.54808553
1994-07-13,29.11557794,70.49581525,1.310977958,22.88188966,12.4705389
1994-07-14,27.86800922,73.91307654,1.812617404,22.53014585,10.25033679
1994-07-15,28.40077068,75.90953964,0.871844594,23.32714352,10.82794578
1994-07-16,26.57576916,80.37922771,0.998349383,22.55878419,6.364574978
1994-07-17,26.37723944,78.83386082,0.810230061,21.9976935,9.902116497
1994-07-18,27.85153604,74.00829138,0.568212867,22.23595626,11.02403978
1994-07-19,28.09991819,71.44936179,0.87108227,21.90405758,10.89367085
1994-07-20,27.30939613,75.52930895,1.204850513,22.19830761,10.11458647
1994-07-21,27.60968062,74.16308036,1.497058025,22.298236,10.13919196
1994-07-22,28.58086422,73.49000775,0.694865002,22.75458262,9.546526133
1994-07-23,28.468872,67.99204498,0.817849606,21.36656041,11.41502947
1994-07-24,28.21690836,63.26115466,0.899888458,19.80423044,12.1650376
1994-07-25,28.49918146,61.61760878,1.063966161,19.87613643,11.83016537
1994-07-26,25.12185695,75.9148519,0.984178478,20.28684759,3.623413268
1994-07-27,27.16890781,72.62001548,1.347935893,21.53665727,5.278855762
1994-07-28,27.6922127,71.92805216,1.053009579,21.88620798,3.163803508
1994-07-29,27.74367203,71.9425466,1.236303021,21.9061256,5.798922237
1994-07-30,27.38730078,73.34793329,1.125001518,21.53221299,8.297535953
1994-07-31,26.2070599,77.97621107,0.75542252,21.52557798,4.437824941
1994-08-01,25.06779634,83.02729662,2.852207231,21.91556774,3.662174274
1994-08-02,26.86952182,79.34407733,1.062401489,22.8090053,3.946231362
1994-08-03,26.35659617,83.39577797,1.048550871,23.07025354,5.695920085
1994-08-04,27.6168079,74.89085531,1.051125584,22.38673701,11.01203735
1994-08-05,28.38896161,75.82266479,0.677483029,23.33285357,11.0327429
1994-08-06,29.00810574,75.64781779,1.006227816,23.97861403,10.65697092
1994-08-07,27.97608523,72.46419483,1.328597442,22.13861375,10.16897422
1994-08-08,27.49366477,75.56462384,0.742323056,22.39875386,11.50681729
1994-08-09,27.86138538,72.38091019,1.214624112,21.97640887,7.525254431
1994-08-10,25.67140256,75.61985785,2.615543986,20.88107623,6.102133117
1994-08-11,25.69032361,79.54848501,2.562989993,21.82930778,4.679011803
1994-08-12,27.4915935,73.63983142,1.870636012,22.20802402,8.213249804
1994-08-13,28.27652735,66.39391279,2.032276143,21.05034708,11.28195291
1994-08-14,27.77774614,66.92824719,2.419978062,20.9515905,4.034681258
1994-08-15,28.1931214,69.4345247,2.146248597,21.83082126,9.007485751
1994-08-16,26.4773041,76.60104772,1.874724291,21.86383835,2.711205353
1994-08-17,25.98029613,78.37850306,1.09210714,21.67898033,2.863561601
1994-08-18,25.37570363,78.73754278,0.886138212,21.13165941,4.689192516
1994-08-19,25.23895769,73.9070966,0.876141529,19.86806042,8.554149023
1994-08-20,23.34198649,64.77780371,4.16423105,15.70257991,10.13948761
1994-08-21,23.14230581,65.3988415,1.091344817,15.79168464,11.38532478
1994-08-22,21.84870657,70.26457211,0.753009579,15.56276691,11.50754706
1994-08-23,23.0122051,71.6250897,0.543247152,16.97820357,11.38035156
1994-08-24,23.03274096,73.51521564,0.65783546,17.44235702,10.91659414
1994-08-25,24.35068768,77.27675646,1.068777615,19.77269111,4.255717121
1994-08-26,24.89325854,77.38194019,1.359928113,20.38309411,4.822419856
1994-08-27,24.26255631,75.03130836,0.841093098,19.06508186,8.894766921
1994-08-28,23.81390172,81.2704434,1.147824351,20.17266551,2.978820306
1994-08-29,25.32957264,80.72169108,1.221898736,21.53633795,5.394637606
1994-08-30,24.48532891,82.55153501,0.807004567,21.06749567,8.150717421
1994-08-31,24.66335532,79.81083196,0.967241797,20.53567274,9.447176825
1994-09-01,24.44838628,79.59317254,0.933153265,20.26761839,8.813210917
1994-09-02,24.17635528,81.63973493,1.313653042,20.54145852,5.862495347
1994-09-03,24.14413958,78.18778367,0.723746929,19.66912166,8.24632337
1994-09-04,24.38067685,78.7079528,0.840931326,20.03264482,7.727526001
1994-09-05,23.38169806,79.35645644,1.904652938,19.38108415,2.223725553
1994-09-06,20.23900458,72.86773321,1.22414199,14.62309114,6.325113149
1994-09-07,19.34018756,74.16574637,0.587824632,13.82783099,9.84039121
1994-09-08,20.41707004,74.9397627,1.360988383,15.17247312,10.08258135
1994-09-09,20.46771356,76.47219271,0.672312227,15.66542853,7.745850189
1994-09-10,21.25049011,78.84371069,1.502854976,17.21235764,2.431672246
1994-09-11,18.39221261,66.4115299,2.036317358,11.64271407,5.086503632
1994-09-12,17.13579351,71.02336667,1.280488606,11.26166063,8.393563527
1994-09-13,15.27537217,70.44064273,0.951582047,8.990332935,10.82344107
1994-09-14,16.63526457,69.64725839,0.963006262,10.36018525,10.04939316
1994-09-15,16.80308228,68.12581207,1.179464139,10.15995283,10.14278039
1994-09-16,16.55881392,68.94634458,1.308223353,10.41505507,8.311877422
1994-09-17,17.62669304,77.57481598,1.865838896,13.32464455,3.274753771
1994-09-18,19.66402052,73.99535534,1.442570772,14.21417099,9.798436293
1994-09-19,18.8936536,74.25803384,1.65064678,13.66523518,8.844156821
1994-09-20,17.62073431,78.2143795,1.188266667,13.16346185,5.586623
1994-09-21,18.04470433,74.06721772,1.221125242,12.72494021,9.32174022
1994-09-22,15.31886378,75.04010867,1.150042972,10.39311727,9.669234078
1994-09-23,15.79331889,70.18453458,1.525681065,9.797424411,9.059928113
1994-09-24,11.60319382,82.62777127,0.985670579,8.527327549,7.547979174
1994-09-25,12.98267142,76.37314751,1.003631727,8.170537056,8.731552789
1994-09-26,14.90896843,78.52164303,0.953883445,10.19417754,9.02832826
1994-09-27,15.06859165,70.77952124,1.494397368,8.551018264,10.40890387
1994-09-28,15.60068377,64.48974216,1.359816571,7.616374223,10.59662716
1994-09-29,15.36902022,69.26035884,1.115818266,8.889905237,8.892709534
1994-09-30,14.03828219,74.6340801,1.165555377,8.277618327,9.991287637
1994-10-01,13.76426824,75.56957654,0.933768244,8.807547063,8.868658158
1994-10-02,14.50861234,75.41136133,0.735922297,9.100309117,8.691445188
1994-10-03,15.4552282,74.68039872,0.954843344,10.15085465,7.907666519
1994-10-04,14.76433659,71.66054312,2.264631281,9.089606414,6.578230049
1994-10-05,13.66067319,70.1077962,1.644689022,7.31831724,8.654684828
1994-10-06,14.69715329,69.75787401,1.776511959,8.205455287,8.770939146
1994-10-07,13.10475753,75.61464737,0.522060509,7.632413821,5.00225539
1994-10-08,13.70103977,66.55822676,0.659669225,5.826000477,9.053796535
1994-10-09,16.14261493,66.3921595,0.833509356,8.666148103,8.154742008
1994-10-10,16.85933178,74.14535178,1.270503094,12.12515212,6.673954255
1994-10-11,17.62319335,84.60498077,1.825443554,14.91935375,5.193166503
1994-10-12,17.3808447,85.2023708,3.146806307,14.84420705,3.712378751
1994-10-13,16.16841457,79.46454306,1.559769597,12.06107125,8.404161638
1994-10-14,14.62370409,77.81026754,0.926148698,9.793599241,7.148208241
1994-10-15,13.79385813,84.90614725,0.63017232,11.0047892,2.110124502
1994-10-16,15.97680339,91.48241184,1.634551943,14.55540809,2.503879313
1994-10-17,14.98058669,79.30083869,1.192563603,11.19546555,2.897634123
1994-10-18,12.52380824,81.23679635,0.772804493,8.974008852,5.727515795
1994-10-19,13.13383378,82.80986958,1.017025882,9.973668153,3.268028668
1994-10-20,12.82454919,77.47304606,1.515537037,8.426108763,6.968360212
1994-10-21,7.055473626,92.66600173,1.695418579,5.915055942,7.680817954
1994-10-22,9.112671767,78.89192453,1.976871217,5.016615517,8.393275697
1994-10-23,8.699612238,77.6238328,0.756641306,3.937129912,8.264853488
1994-10-24,10.60943519,75.00916803,1.281607021,5.922171174,6.565283994
1994-10-25,8.291313146,79.1924797,0.811301502,4.049808717,9.095699897
1994-10-26,8.227184336,78.52068621,0.53060415,3.671818119,9.190505788
1994-10-27,8.457087474,77.32642677,0.544465938,3.432695837,8.849905832
1994-10-28,9.43078026,78.91049292,1.286421731,5.123217018,7.707024977
1994-10-29,10.00898981,66.21137497,1.931861907,3.257180546,9.549144474
1994-10-30,7.479421297,70.24676172,1.903300268,1.591405252,6.722928311
1994-10-31,6.146256862,66.27955344,1.771477331,-1.149504698,9.645192459
1994-11-01,5.810726459,75.18635171,0.52891773,0.495433006,9.309564852
1994-11-02,8.926990983,72.84490869,1.66969054,2.925051748,8.306502096
1994-11-03,8.811946122,69.02254969,2.00395105,1.843693409,9.191024528
1994-11-04,5.439558156,71.12642167,0.541708077,-1.206314815,9.419794913
1994-11-05,8.234581674,80.61033528,0.728029437,4.68964397,2.555163543
1994-11-06,13.13492844,70.652076,2.614562711,7.415498943,6.973542095
1994-11-07,7.108475202,58.58201332,2.011865285,-1.983226942,9.198460925
1994-11-08,5.983409116,68.62603558,0.45204968,-1.191197472,9.325580694
1994-11-09,8.368745945,79.88316546,1.152491716,4.694484278,7.890892487
1994-11-10,13.32530456,77.84866928,0.750510606,8.890460746,7.813071576
1994-11-11,12.22953684,70.76763256,1.297378313,6.151074478,7.758832039
1994-11-12,10.11034574,67.62291469,0.848097665,2.733310905,6.393173484
1994-11-13,10.29398497,75.13120306,1.151570876,5.379304657,7.889130328
1994-11-14,8.542460106,90.39131421,1.200898498,6.942988175,6.996649035
1994-11-15,6.659299673,80.24255222,2.826763677,3.334235877,6.104167741
1994-11-16,9.161543892,75.78386577,1.266109044,4.728227013,5.211686448
1994-11-17,9.135235712,83.48929598,0.819068393,6.061380278,6.032890156
1994-11-18,11.53231608,92.51580094,1.700542407,10.31445213,4.770457174
1994-11-19,9.424969848,75.18361806,1.749219247,4.705181096,6.445781839
1994-11-20,6.71322869,71.80242535,2.051559705,1.063350306,8.594261194
1994-11-21,3.282179159,74.36657976,1.26432542,-1.726174296,7.451887908
1994-11-22,2.403624689,75.574165,1.437205651,-2.251410069,8.084034389
1994-11-23,3.300977493,81.02705636,0.670970728,-0.129570354,7.508232233
1994-11-24,6.08798728,86.28103182,1.360075458,3.880510948,6.473198581
1994-11-25,6.699105634,58.49932637,2.781203956,-1.569069489,8.260262828
1994-11-26,0.749467929,66.66843834,1.870247374,-5.320281107,8.64500931
1994-11-27,0.412894851,70.8127125,1.390621463,-5.263969328,8.766058813
1994-11-28,3.882313042,76.4631925,0.516274729,-0.447335341,4.59330236
1994-11-29,5.012265534,78.49848715,0.623279295,0.659927236,8.148479265
1994-11-30,5.247533793,80.18230672,0.477630374,1.462082166,7.100908703
1994-12-01,10.04330151,72.78757024,1.023279295,4.605008064,3.563214043
1994-12-02,3.165729196,63.73156503,3.854353369,-3.171416985,5.957245114
1994-12-03,-3.41814342,64.71428712,2.988639387,-9.403954306,8.297983087
1994-12-04,-2.076105815,79.57803248,1.902476543,-5.517324794,5.26043146
1994-12-05,0.653293975,71.60753027,2.734508226,-4.346933241,6.948296993
1994-12-06,0.448961236,73.13196624,0.854178136,-4.517356464,8.513516867
1994-12-07,8.220182488,66.90002782,2.513764584,1.846200208,6.549601813
1994-12-08,5.038645231,75.35614825,0.625728039,0.347713685,3.431792232
1994-12-09,7.298770919,78.52294239,1.910304834,3.307680857,4.971412763
1994-12-10,3.351733525,80.29465784,0.910981214,-0.088489841,6.308021645
1994-12-11,5.32567086,79.41078671,0.602905206,1.744674595,2.439214201
1994-12-12,5.175394509,75.16200932,2.160297666,0.98745499,4.532113445
1994-12-13,-0.347208496,61.99329636,3.18429231,-6.877718698,6.625012689
1994-12-14,-1.572620468,85.92841216,1.733940221,-3.566218833,5.026416919
1994-12-15,-4.934814176,62.2810605,2.618761566,-10.82278334,7.348002303
1994-12-16,-7.873123905,65.90675607,1.923627383,-13.37560458,7.179672885
1994-12-17,-5.82135871,72.38191465,2.078125807,-10.22380042,7.557480335
1994-12-18,-5.57432923,67.49419627,2.516485676,-11.28519503,7.740072764
1994-12-19,-5.329049861,66.31916104,1.161099925,-11.72955127,6.811609993
1994-12-20,-2.636424857,70.20514283,1.681351301,-7.581329049,7.238086555
1994-12-21,-1.325612364,77.98077784,1.593994303,-5.013368646,4.543288591
1994-12-22,-1.764440833,79.1939102,1.500348088,-5.148895881,5.840194422
1994-12-23,1.071283978,80.27601687,0.697845947,-2.41619899,6.839174176
1994-12-24,3.492898229,80.55259612,1.067845604,-0.179783551,5.480241766
1994-12-25,3.71694407,78.36206755,1.632390941,-0.071117197,5.704574998
1994-12-26,1.290423977,88.43486851,0.732894378,-0.41008184,4.444325662
1994-12-27,1.363305085,72.93731059,1.785598007,-3.30886622,5.293637763
1994-12-28,-1.082837068,69.56983507,1.927762546,-6.473203776,8.083467261
1994-12-29,-3.751690422,67.71748887,1.065087743,-9.858358333,8.349032932
1994-12-30,-2.001280187,70.28942845,0.655569865,-7.169521819,4.10970953
1994-12-31,-0.829222715,68.62939803,2.666442704,-6.409639715,7.171634971
1995-01-01,-5.054063427,70.56798142,1.961951449,-10.33890324,8.756001695
1995-01-02,-4.028583104,74.44994093,0.872412598,-8.527357279,8.041820495
1995-01-03,-0.69721663,85.12900261,0.555066428,-2.884932976,5.211848085
1995-01-04,-0.553771903,82.91210312,2.113494526,-3.167438496,2.381875674
1995-01-05,-2.468125957,78.45217423,2.729301621,-5.729793976,4.208957793
